FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,Profit,OccupancyPct,RouteType,YearMonth
2815,DEL-LHR,DEL,LHR,09-09-2023,396,ATR 72,180,152,3328233.98,2865568.31,462665.67,84.44444444,International,2023-09
2816,BLR-HYD,BLR,HYD,31-10-2023,112,Airbus A320,150,73,273118.28,226048.11,47070.17,48.66666667,Domestic,2023-10
2817,MAA-CMB,MAA,CMB,08-11-2023,736,Boeing 737,150,91,2557711.39,2387824.75,169886.64,60.66666667,International,2023-11
2818,DEL-FRA,DEL,FRA,11-02-2023,533,Boeing 737,180,152,4246395.66,4669092.28,-422696.62,84.44444444,International,2023-02
2819,MAA-BLR,MAA,BLR,18-06-2023,890,Boeing 737,180,156,432275.88,366485.15,65790.73,86.66666667,Domestic,2023-06
2820,BOM-GOI,BOM,GOI,25-09-2023,460,ATR 72,120,59,218713.89,204041.95,14671.94,49.16666667,Domestic,2023-09
2821,CCU-DEL,CCU,DEL,28-09-2023,574,Boeing 777,250,224,583595.82,349661.21,233934.61,89.6,Domestic,2023-09
2822,HYD-BOM,HYD,BOM,09-11-2023,563,ATR 72,120,71,287520.47,257578.85,29941.62,59.16666667,Domestic,2023-11
2823,BOM-DEL,BOM,DEL,13-11-2023,732,ATR 72,150,133,425803.6,381628.74,44174.86,88.66666667,Domestic,2023-11
2824,DEL-LHR,DEL,LHR,11-06-2023,211,ATR 72,250,235,6762833.93,4616355.73,2146478.2,94,International,2023-06
2825,DEL-LHR,DEL,LHR,15-02-2023,703,Boeing 777,350,257,5219673.32,5131708.31,87965.01,73.42857143,International,2023-02
2826,BOM-DEL,BOM,DEL,09-12-2023,386,Airbus A320,150,121,294750.6,293762.57,988.03,80.66666667,Domestic,2023-12
2827,BLR-HYD,BLR,HYD,22-10-2023,306,ATR 72,120,54,222768.72,193715.88,29052.84,45,Domestic,2023-10
2828,BOM-NRT,BOM,NRT,31-08-2023,374,Airbus A320,180,114,2696127.32,2172957.69,523169.63,63.33333333,International,2023-08
2829,BOM-NRT,BOM,NRT,31-01-2023,766,ATR 72,180,159,5082278.62,5404246.84,-321968.22,88.33333333,International,2023-01
2830,BLR-HYD,BLR,HYD,22-01-2023,350,Boeing 777,120,109,320329.89,313532.55,6797.34,90.83333333,Domestic,2023-01
2831,CCU-DEL,CCU,DEL,25-07-2023,131,Boeing 777,350,249,767519.19,607287.43,160231.76,71.14285714,Domestic,2023-07
2832,DEL-FRA,DEL,FRA,10-02-2023,282,Boeing 777,350,291,7570117.2,5277943.36,2292173.84,83.14285714,International,2023-02
2833,DEL-LHR,DEL,LHR,04-05-2023,877,ATR 72,120,98,2881148.05,2525993.55,355154.5,81.66666667,International,2023-05
2834,BOM-BKK,BOM,BKK,16-02-2023,435,Boeing 777,250,200,4257844.66,3195884.34,1061960.32,80,International,2023-02
2835,BLR-SIN,BLR,SIN,12-07-2023,305,ATR 72,250,187,4741576.74,4854958.96,-113382.22,74.8,International,2023-07
2836,BLR-HYD,BLR,HYD,21-02-2023,448,Boeing 777,150,98,354947.85,204291.09,150656.76,65.33333333,Domestic,2023-02
2837,DEL-MAA,DEL,MAA,18-09-2023,305,Airbus A380,250,136,333296.76,214991.33,118305.43,54.4,Domestic,2023-09
2838,DEL-CDG,DEL,CDG,04-08-2023,844,Airbus A380,250,113,3809420.84,2769415.27,1040005.57,45.2,International,2023-08
2839,HYD-DXB,HYD,DXB,12-02-2023,446,Boeing 777,180,87,2659757.97,2120692.05,539065.92,48.33333333,International,2023-02
2840,DEL-BLR,DEL,BLR,23-02-2023,698,Airbus A380,180,141,390362.43,340102.46,50259.97,78.33333333,Domestic,2023-02
2841,DEL-AMD,DEL,AMD,29-07-2023,331,Boeing 737,180,172,424401.77,403846.84,20554.93,95.55555556,Domestic,2023-07
2842,MAA-CMB,MAA,CMB,01-01-2023,198,Airbus A380,150,68,1505564.12,1207190,298374.12,45.33333333,International,2023-01
2843,BOM-BKK,BOM,BKK,10-03-2023,581,Boeing 737,180,141,4250654.12,3493921.15,756732.97,78.33333333,International,2023-03
2844,HYD-DXB,HYD,DXB,24-10-2023,295,ATR 72,180,156,5288162.12,4733998.06,554164.06,86.66666667,International,2023-10
2845,BOM-NRT,BOM,NRT,23-01-2023,488,Airbus A380,250,146,4576015.51,5035747.83,-459732.32,58.4,International,2023-01
2846,DEL-CDG,DEL,CDG,17-11-2023,768,Boeing 737,350,189,5213535.65,5255863.42,-42327.77,54,International,2023-11
2847,MAA-BLR,MAA,BLR,11-11-2023,581,Airbus A380,180,164,616298.53,468610.6,147687.93,91.11111111,Domestic,2023-11
2848,HYD-BOM,HYD,BOM,18-06-2023,610,Airbus A380,150,134,351336.55,249283.55,102053,89.33333333,Domestic,2023-06
2849,CCU-DEL,CCU,DEL,11-01-2023,717,Airbus A380,350,335,1398026.94,1430603.36,-32576.42,95.71428571,Domestic,2023-01
2850,BLR-SIN,BLR,SIN,19-05-2023,854,Boeing 737,150,91,2104281.16,1793533.71,310747.45,60.66666667,International,2023-05
2851,HYD-DXB,HYD,DXB,03-02-2023,579,Airbus A380,150,111,2957907.13,2953315.68,4591.45,74,International,2023-02
2852,HYD-DXB,HYD,DXB,24-04-2023,809,Airbus A320,150,99,3110056.69,2549326.76,560729.93,66,International,2023-04
2853,MAA-BLR,MAA,BLR,18-02-2023,298,Boeing 737,350,159,642941.9,717039.5,-74097.6,45.42857143,Domestic,2023-02
2854,DEL-LHR,DEL,LHR,09-04-2023,584,Airbus A380,120,65,1424523.38,897370.18,527153.2,54.16666667,International,2023-04
2855,MAA-BLR,MAA,BLR,27-03-2023,100,Boeing 777,120,95,257135.95,275632.88,-18496.93,79.16666667,Domestic,2023-03
2856,BOM-CCU,BOM,CCU,09-11-2023,95,Boeing 777,250,173,417480.32,419474.69,-1994.37,69.2,Domestic,2023-11
2857,BOM-CCU,BOM,CCU,11-01-2023,117,Airbus A380,350,313,904507.56,804121.41,100386.15,89.42857143,Domestic,2023-01
2858,BOM-GOI,BOM,GOI,19-05-2023,440,Airbus A320,350,276,691958.23,580990.76,110967.47,78.85714286,Domestic,2023-05
2859,DEL-CDG,DEL,CDG,08-06-2023,161,Airbus A320,150,127,3576293.6,2966069.39,610224.21,84.66666667,International,2023-06
2860,BOM-NRT,BOM,NRT,13-10-2023,546,Airbus A320,250,242,7981947.05,7140663.83,841283.22,96.8,International,2023-10
2861,CCU-DEL,CCU,DEL,04-04-2023,241,Boeing 777,120,117,458121.39,470064.87,-11943.48,97.5,Domestic,2023-04
2862,BOM-GOI,BOM,GOI,29-05-2023,74,Boeing 777,150,81,208933.17,181801.45,27131.72,54,Domestic,2023-05
2863,DEL-CDG,DEL,CDG,27-01-2023,96,Airbus A320,180,117,3097495.13,2981417.62,116077.51,65,International,2023-01
2864,CCU-DEL,CCU,DEL,26-01-2023,546,Boeing 737,150,110,352832.86,332255.16,20577.7,73.33333333,Domestic,2023-01
2865,DEL-BLR,DEL,BLR,19-03-2023,857,Boeing 737,120,91,346071.09,239435.31,106635.78,75.83333333,Domestic,2023-03
2866,BOM-BKK,BOM,BKK,11-03-2023,131,ATR 72,180,99,3403277.73,3063070.55,340207.18,55,International,2023-03
2867,BOM-DEL,BOM,DEL,23-06-2023,536,Airbus A380,350,215,539193.87,456675.48,82518.39,61.42857143,Domestic,2023-06
2868,DEL-MAA,DEL,MAA,20-06-2023,877,ATR 72,120,55,177678.09,163321.98,14356.11,45.83333333,Domestic,2023-06
2869,BOM-CCU,BOM,CCU,08-04-2023,830,Boeing 737,250,135,346726.38,233179.15,113547.23,54,Domestic,2023-04
2870,BLR-SIN,BLR,SIN,17-10-2023,102,ATR 72,250,229,6830220.33,5787713.94,1042506.39,91.6,International,2023-10
2871,BOM-GOI,BOM,GOI,03-03-2023,85,Boeing 777,180,164,603175.83,432836.95,170338.88,91.11111111,Domestic,2023-03
2872,BOM-BKK,BOM,BKK,27-02-2023,567,Boeing 737,350,188,6037835.49,6814589.89,-776754.4,53.71428571,International,2023-02
2873,CCU-KUL,CCU,KUL,04-01-2023,525,Boeing 777,180,104,2163917.98,2460423.35,-296505.37,57.77777778,International,2023-01
2874,HYD-BOM,HYD,BOM,04-06-2023,360,Airbus A320,150,96,246443.27,194292.63,52150.64,64,Domestic,2023-06
2875,DEL-MAA,DEL,MAA,25-06-2023,245,Airbus A320,350,207,527458.33,592129.95,-64671.62,59.14285714,Domestic,2023-06
2876,BOM-DEL,BOM,DEL,26-10-2023,338,Boeing 777,250,218,709378.24,466896.24,242482,87.2,Domestic,2023-10
2877,DEL-CDG,DEL,CDG,12-01-2023,273,Airbus A320,250,197,4983476.23,3023096.41,1960379.82,78.8,International,2023-01
2878,DEL-MAA,DEL,MAA,29-08-2023,478,Boeing 737,250,192,564517.31,499211.02,65306.29,76.8,Domestic,2023-08
2879,DEL-MAA,DEL,MAA,19-05-2023,413,Boeing 777,350,257,668586.57,382587.45,285999.12,73.42857143,Domestic,2023-05
2880,BLR-HYD,BLR,HYD,24-02-2023,648,Boeing 737,180,172,579062.65,638887.01,-59824.36,95.55555556,Domestic,2023-02
2881,BOM-CCU,BOM,CCU,29-03-2023,884,Airbus A380,350,320,1340179.81,1302482.18,37697.63,91.42857143,Domestic,2023-03
2882,DEL-CDG,DEL,CDG,02-10-2023,483,Boeing 777,250,186,5927346.76,6490329.43,-562982.67,74.4,International,2023-10
2883,HYD-DXB,HYD,DXB,12-12-2023,491,Airbus A320,150,104,3638638.54,3983264.04,-344625.5,69.33333333,International,2023-12
2884,HYD-DXB,HYD,DXB,27-09-2023,335,Boeing 777,250,146,4039466.34,2780900.98,1258565.36,58.4,International,2023-09
2885,MAA-CMB,MAA,CMB,15-02-2023,638,Boeing 737,350,163,3972903.13,4202626.18,-229723.05,46.57142857,International,2023-02
2886,DEL-MAA,DEL,MAA,13-02-2023,507,Boeing 777,120,57,195413.39,192611.12,2802.27,47.5,Domestic,2023-02
2887,HYD-DXB,HYD,DXB,14-04-2023,462,ATR 72,150,133,4226918.99,4809339.6,-582420.61,88.66666667,International,2023-04
2888,MAA-BLR,MAA,BLR,04-10-2023,335,ATR 72,250,148,606827.83,347981.55,258846.28,59.2,Domestic,2023-10
2889,BOM-GOI,BOM,GOI,02-03-2023,289,ATR 72,350,233,674250.25,446687.42,227562.83,66.57142857,Domestic,2023-03
2890,BOM-DEL,BOM,DEL,28-03-2023,127,Airbus A320,150,126,413910.3,460798.16,-46887.86,84,Domestic,2023-03
2891,DEL-MAA,DEL,MAA,08-01-2023,427,Boeing 777,120,109,410979.32,226526.46,184452.86,90.83333333,Domestic,2023-01
2892,BOM-DEL,BOM,DEL,10-01-2023,621,ATR 72,250,145,424131.3,415050.8,9080.5,58,Domestic,2023-01
2893,BLR-SIN,BLR,SIN,21-08-2023,305,ATR 72,120,92,1844634.99,1591284.27,253350.72,76.66666667,International,2023-08
2894,BOM-NRT,BOM,NRT,16-02-2023,184,Boeing 777,120,79,1583140.38,1421322.91,161817.47,65.83333333,International,2023-02
2895,BOM-CCU,BOM,CCU,16-07-2023,641,Airbus A320,150,78,256623.89,284927.27,-28303.38,52,Domestic,2023-07
2896,BOM-NRT,BOM,NRT,11-12-2023,604,ATR 72,250,210,6145994.14,4811838.63,1334155.51,84,International,2023-12
2897,MAA-CMB,MAA,CMB,22-06-2023,367,ATR 72,120,113,3728888.32,3276081.59,452806.73,94.16666667,International,2023-06
2898,CCU-KUL,CCU,KUL,13-05-2023,457,Airbus A320,120,57,1927762.25,2004027.2,-76264.95,47.5,International,2023-05
2899,BOM-NRT,BOM,NRT,21-09-2023,343,Airbus A320,150,102,3402187.49,3347097.61,55089.88,68,International,2023-09
2900,HYD-BOM,HYD,BOM,17-08-2023,144,Boeing 737,350,321,954337.29,904035.78,50301.51,91.71428571,Domestic,2023-08
2901,MAA-CMB,MAA,CMB,27-11-2023,438,Boeing 777,180,128,4017720.8,4530830.56,-513109.76,71.11111111,International,2023-11
2902,DEL-AMD,DEL,AMD,18-03-2023,78,Airbus A320,180,157,564652.9,333737.05,230915.85,87.22222222,Domestic,2023-03
2903,CCU-DEL,CCU,DEL,15-06-2023,840,Airbus A320,180,120,294473.81,218791.39,75682.42,66.66666667,Domestic,2023-06
2904,BOM-NRT,BOM,NRT,07-11-2023,671,Boeing 777,180,136,4156269.42,4438638.52,-282369.1,75.55555556,International,2023-11
2905,BOM-BKK,BOM,BKK,15-08-2023,211,Boeing 737,120,57,1257945.69,1356997.27,-99051.58,47.5,International,2023-08
2906,BOM-DEL,BOM,DEL,13-03-2023,783,ATR 72,120,97,259375.44,164097.42,95278.02,80.83333333,Domestic,2023-03
2907,HYD-BOM,HYD,BOM,20-09-2023,517,ATR 72,180,173,461689.47,500660.56,-38971.09,96.11111111,Domestic,2023-09
2908,DEL-MAA,DEL,MAA,18-01-2023,603,Boeing 777,350,322,1060792.03,1021857.04,38934.99,92,Domestic,2023-01
2909,DEL-MAA,DEL,MAA,28-08-2023,292,Boeing 777,150,100,268758.5,297873.45,-29114.95,66.66666667,Domestic,2023-08
2910,DEL-LHR,DEL,LHR,21-08-2023,77,Boeing 737,180,89,2607372.85,2986730.51,-379357.66,49.44444444,International,2023-08
2911,MAA-CMB,MAA,CMB,13-03-2023,624,Boeing 777,120,88,2666336.6,2967528.29,-301191.69,73.33333333,International,2023-03
2912,BOM-GOI,BOM,GOI,20-11-2023,395,Boeing 777,350,160,575680.88,624816.71,-49135.83,45.71428571,Domestic,2023-11
2913,BLR-HYD,BLR,HYD,17-01-2023,122,Airbus A380,350,189,472440.75,380731.65,91709.1,54,Domestic,2023-01
2914,BOM-DEL,BOM,DEL,28-01-2023,147,Airbus A320,350,202,536912.7,323221.21,213691.49,57.71428571,Domestic,2023-01
2915,BOM-CCU,BOM,CCU,31-03-2023,265,Airbus A320,350,293,1191166.44,960472.54,230693.9,83.71428571,Domestic,2023-03
2916,DEL-LHR,DEL,LHR,15-02-2023,188,Boeing 737,180,171,5254821.77,2926499.62,2328322.15,95,International,2023-02
2917,BOM-BKK,BOM,BKK,11-08-2023,829,Boeing 777,150,143,4515733.8,4462935.4,52798.4,95.33333333,International,2023-08
2918,MAA-BLR,MAA,BLR,09-06-2023,450,Boeing 737,180,143,573272.78,651857.95,-78585.17,79.44444444,Domestic,2023-06
2919,BOM-BKK,BOM,BKK,23-04-2023,709,Boeing 777,250,221,4503382.9,4157629.09,345753.81,88.4,International,2023-04
2920,BOM-DXB,BOM,DXB,02-05-2023,67,Boeing 777,250,207,6619496.45,7545043.22,-925546.77,82.8,International,2023-05
2921,DEL-AMD,DEL,AMD,09-09-2023,212,Boeing 777,150,95,392348.53,235348.11,157000.42,63.33333333,Domestic,2023-09
2922,BOM-BKK,BOM,BKK,01-10-2023,233,Airbus A320,180,153,4779995.21,2990989.09,1789006.12,85,International,2023-10
2923,DEL-FRA,DEL,FRA,09-12-2023,247,Airbus A380,250,243,6716719.05,7108857.28,-392138.23,97.2,International,2023-12
2924,BLR-SIN,BLR,SIN,29-06-2023,775,Airbus A380,150,135,3259025.44,1942226.12,1316799.32,90,International,2023-06
2925,DEL-CDG,DEL,CDG,15-08-2023,478,ATR 72,250,180,5879634.79,6021123.19,-141488.4,72,International,2023-08
2926,DEL-AMD,DEL,AMD,31-08-2023,538,Boeing 737,150,113,401195.37,307702.15,93493.22,75.33333333,Domestic,2023-08
2927,DEL-BLR,DEL,BLR,31-07-2023,171,ATR 72,180,128,418569.05,305891.23,112677.82,71.11111111,Domestic,2023-07
2928,DEL-MAA,DEL,MAA,06-03-2023,300,Boeing 777,180,158,466681.31,342704.22,123977.09,87.77777778,Domestic,2023-03
2929,BOM-BKK,BOM,BKK,13-07-2023,620,Airbus A320,120,63,1577783.11,1470997.06,106786.05,52.5,International,2023-07
2930,MAA-BLR,MAA,BLR,06-11-2023,815,Boeing 777,150,95,326296.28,213149.95,113146.33,63.33333333,Domestic,2023-11
2931,BLR-SIN,BLR,SIN,04-12-2023,767,Boeing 777,180,142,3027315.21,1889755.73,1137559.48,78.88888889,International,2023-12
2932,DEL-CDG,DEL,CDG,10-09-2023,852,Airbus A320,350,259,7243698.08,5998938.01,1244760.07,74,International,2023-09
2933,BOM-DEL,BOM,DEL,09-12-2023,499,Airbus A320,180,102,369128.08,377755.72,-8627.64,56.66666667,Domestic,2023-12
2934,HYD-DXB,HYD,DXB,15-09-2023,885,Airbus A320,120,87,2101781.81,2166563.88,-64782.07,72.5,International,2023-09
2935,MAA-CMB,MAA,CMB,12-01-2023,474,Airbus A380,180,163,3304710.6,3496533.67,-191823.07,90.55555556,International,2023-01
2936,BLR-HYD,BLR,HYD,23-01-2023,246,Boeing 737,150,132,404966.22,270373.26,134592.96,88,Domestic,2023-01
2937,MAA-BLR,MAA,BLR,12-02-2023,881,Airbus A320,150,136,355399.95,281074.86,74325.09,90.66666667,Domestic,2023-02
2938,DEL-AMD,DEL,AMD,09-11-2023,821,ATR 72,250,113,463609.91,393142.48,70467.43,45.2,Domestic,2023-11
2939,BLR-HYD,BLR,HYD,25-11-2023,577,Airbus A380,120,116,320710.35,188413.86,132296.49,96.66666667,Domestic,2023-11
2940,CCU-DEL,CCU,DEL,23-02-2023,668,Airbus A380,350,311,1095098.1,1201817.03,-106718.93,88.85714286,Domestic,2023-02
2941,DEL-BLR,DEL,BLR,11-02-2023,151,Boeing 777,120,113,313884.83,345709.66,-31824.83,94.16666667,Domestic,2023-02
2942,CCU-KUL,CCU,KUL,01-03-2023,306,Boeing 737,250,211,6086381.53,5051580.19,1034801.34,84.4,International,2023-03
2943,MAA-CMB,MAA,CMB,01-08-2023,106,Boeing 737,250,229,5114445.06,5843851.32,-729406.26,91.6,International,2023-08
2944,DEL-LHR,DEL,LHR,17-12-2023,792,ATR 72,120,99,2363680.21,2125186.42,238493.79,82.5,International,2023-12
2945,DEL-AMD,DEL,AMD,22-11-2023,537,ATR 72,180,163,661499,613349.67,48149.33,90.55555556,Domestic,2023-11
2946,BOM-CCU,BOM,CCU,16-04-2023,508,Boeing 777,150,94,253627.72,157662.07,95965.65,62.66666667,Domestic,2023-04
2947,CCU-KUL,CCU,KUL,27-03-2023,631,ATR 72,250,181,3629402.36,2295818.72,1333583.64,72.4,International,2023-03
2948,DEL-FRA,DEL,FRA,03-11-2023,838,Boeing 737,150,104,3554969.72,2180867.89,1374101.83,69.33333333,International,2023-11
2949,BOM-DEL,BOM,DEL,10-10-2023,766,ATR 72,120,103,334334.6,351343.45,-17008.85,85.83333333,Domestic,2023-10
2950,DEL-MAA,DEL,MAA,14-04-2023,753,ATR 72,350,275,850177.65,713021.1,137156.55,78.57142857,Domestic,2023-04
2951,BLR-HYD,BLR,HYD,02-10-2023,262,Airbus A380,180,160,395611.69,426067.46,-30455.77,88.88888889,Domestic,2023-10
2952,MAA-CMB,MAA,CMB,24-02-2023,67,Airbus A320,180,133,4004104.15,3923184.48,80919.67,73.88888889,International,2023-02
2953,DEL-LHR,DEL,LHR,30-06-2023,536,ATR 72,120,54,1607578.79,1529575.54,78003.25,45,International,2023-06
2954,DEL-AMD,DEL,AMD,10-04-2023,877,Airbus A320,150,137,566524.56,366746.22,199778.34,91.33333333,Domestic,2023-04
2955,BLR-HYD,BLR,HYD,20-07-2023,659,Boeing 737,250,192,724637.38,638327,86310.38,76.8,Domestic,2023-07
2956,DEL-FRA,DEL,FRA,13-05-2023,467,Airbus A380,120,78,2077706.29,1993732.57,83973.72,65,International,2023-05
2957,BOM-CCU,BOM,CCU,12-08-2023,694,Boeing 737,150,113,471049.19,522351.51,-51302.32,75.33333333,Domestic,2023-08
2958,DEL-MAA,DEL,MAA,15-02-2023,389,Boeing 737,120,107,429109.42,448020.64,-18911.22,89.16666667,Domestic,2023-02
2959,BLR-SIN,BLR,SIN,07-02-2023,64,Airbus A380,120,67,1705798.57,1940405.71,-234607.14,55.83333333,International,2023-02
2960,HYD-DXB,HYD,DXB,13-05-2023,860,Airbus A320,180,161,4917301.31,4754552.83,162748.48,89.44444444,International,2023-05
2961,DEL-CDG,DEL,CDG,03-10-2023,287,ATR 72,150,90,2954627.26,2517441.5,437185.76,60,International,2023-10
2962,HYD-BOM,HYD,BOM,13-01-2023,70,Boeing 777,120,100,348123.66,360549.49,-12425.83,83.33333333,Domestic,2023-01
2963,BOM-DEL,BOM,DEL,11-06-2023,294,Boeing 737,150,75,303064.91,235249.35,67815.56,50,Domestic,2023-06
2964,DEL-LHR,DEL,LHR,09-10-2023,457,Boeing 777,250,206,4877260.21,4636557.48,240702.73,82.4,International,2023-10
2965,DEL-CDG,DEL,CDG,18-06-2023,298,Boeing 777,350,174,3488196.09,1954246.48,1533949.61,49.71428571,International,2023-06
2966,BLR-HYD,BLR,HYD,22-05-2023,570,Airbus A380,180,154,412695.76,352169.23,60526.53,85.55555556,Domestic,2023-05
2967,BOM-NRT,BOM,NRT,06-08-2023,185,Boeing 777,250,145,3632888.08,3620812.36,12075.72,58,International,2023-08
2968,BLR-HYD,BLR,HYD,12-03-2023,619,Boeing 737,250,232,694405.8,422954.47,271451.33,92.8,Domestic,2023-03
2969,HYD-BOM,HYD,BOM,31-10-2023,441,ATR 72,250,179,539588.18,380818.89,158769.29,71.6,Domestic,2023-10
2970,BLR-SIN,BLR,SIN,24-11-2023,106,ATR 72,250,133,4125032.23,2315448.52,1809583.71,53.2,International,2023-11
2971,DEL-AMD,DEL,AMD,30-05-2023,505,Boeing 777,180,121,391149.05,248304.49,142844.56,67.22222222,Domestic,2023-05
2972,DEL-LHR,DEL,LHR,03-02-2023,512,Boeing 737,120,83,1736126.93,1475749.82,260377.11,69.16666667,International,2023-02
2973,BLR-HYD,BLR,HYD,05-07-2023,453,Boeing 777,250,182,646862.8,444995.09,201867.71,72.8,Domestic,2023-07
2974,DEL-BLR,DEL,BLR,21-04-2023,160,Airbus A380,180,110,309197.64,173016.93,136180.71,61.11111111,Domestic,2023-04
2975,BOM-GOI,BOM,GOI,15-08-2023,363,Boeing 737,180,129,384906.55,317706.2,67200.35,71.66666667,Domestic,2023-08
2976,BOM-GOI,BOM,GOI,16-07-2023,111,Airbus A320,350,189,541902.37,542468.37,-566,54,Domestic,2023-07
2977,HYD-DXB,HYD,DXB,26-07-2023,211,Airbus A380,150,111,3608452.63,4143293.93,-534841.3,74,International,2023-07
2978,DEL-FRA,DEL,FRA,02-08-2023,498,Boeing 777,150,68,2025756.7,1572692.51,453064.19,45.33333333,International,2023-08
2979,CCU-DEL,CCU,DEL,15-03-2023,549,Boeing 737,150,142,394027.63,346387.29,47640.34,94.66666667,Domestic,2023-03
2980,BLR-SIN,BLR,SIN,01-09-2023,487,Airbus A320,180,138,3211028.38,2785272.65,425755.73,76.66666667,International,2023-09
2981,HYD-DXB,HYD,DXB,01-09-2023,681,Boeing 737,250,231,7024996.27,7224496.77,-199500.5,92.4,International,2023-09
2982,HYD-DXB,HYD,DXB,25-09-2023,462,ATR 72,150,81,2463114.88,2507705.29,-44590.41,54,International,2023-09
2983,HYD-BOM,HYD,BOM,13-05-2023,66,Boeing 777,120,97,397550.86,362721.62,34829.24,80.83333333,Domestic,2023-05
2984,DEL-MAA,DEL,MAA,31-08-2023,264,ATR 72,250,210,865743.39,646210.89,219532.5,84,Domestic,2023-08
2985,DEL-FRA,DEL,FRA,08-08-2023,323,Boeing 737,180,99,2954512.87,2195207.25,759305.62,55,International,2023-08
2986,DEL-FRA,DEL,FRA,30-01-2023,814,Airbus A380,350,267,7195810.45,7026046.65,169763.8,76.28571429,International,2023-01
2987,DEL-LHR,DEL,LHR,11-05-2023,222,Airbus A380,120,91,2997524.09,2082511.99,915012.1,75.83333333,International,2023-05
2988,HYD-DXB,HYD,DXB,13-05-2023,210,Airbus A320,250,140,3645126.52,3836043.7,-190917.18,56,International,2023-05
2989,DEL-FRA,DEL,FRA,16-04-2023,244,Boeing 737,150,81,2401809.9,2015808.3,386001.6,54,International,2023-04
2990,BLR-HYD,BLR,HYD,08-02-2023,535,Boeing 777,250,168,439697.27,371584.59,68112.68,67.2,Domestic,2023-02
2991,BOM-BKK,BOM,BKK,26-03-2023,118,Boeing 777,150,116,3265159.88,2019214.14,1245945.74,77.33333333,International,2023-03
2992,MAA-BLR,MAA,BLR,10-10-2023,473,ATR 72,350,200,614926.88,685027.42,-70100.54,57.14285714,Domestic,2023-10
2993,BOM-BKK,BOM,BKK,24-10-2023,68,Airbus A320,350,316,7169271.45,4070373.84,3098897.61,90.28571429,International,2023-10
2994,BOM-GOI,BOM,GOI,31-07-2023,642,ATR 72,120,60,249764.22,177253.83,72510.39,50,Domestic,2023-07
2995,BLR-SIN,BLR,SIN,18-05-2023,567,Boeing 737,120,80,1630327.94,966575.32,663752.62,66.66666667,International,2023-05
2996,DEL-FRA,DEL,FRA,10-01-2023,281,Boeing 737,250,234,6244225.26,6351122.82,-106897.56,93.6,International,2023-01
2997,BOM-DXB,BOM,DXB,17-12-2023,71,Boeing 737,180,136,3145704.29,2510150.27,635554.02,75.55555556,International,2023-12
2998,DEL-FRA,DEL,FRA,04-04-2023,319,Boeing 777,250,189,6197720.71,6618021,-420300.29,75.6,International,2023-04
2999,DEL-FRA,DEL,FRA,23-03-2023,636,Boeing 777,250,169,3992623.26,3525982.27,466640.99,67.6,International,2023-03
3000,MAA-CMB,MAA,CMB,24-04-2023,636,Boeing 737,250,212,5273806.53,3093189.55,2180616.98,84.8,International,2023-04
3001,DEL-LHR,DEL,LHR,12-11-2023,806,ATR 72,350,217,6614857.06,4507299.41,2107557.65,62,International,2023-11
3002,DEL-CDG,DEL,CDG,26-04-2023,190,Airbus A380,150,146,4000231.27,3498405.79,501825.48,97.33333333,International,2023-04
3003,BOM-CCU,BOM,CCU,23-03-2023,646,Boeing 737,250,141,503932.78,367406.85,136525.93,56.4,Domestic,2023-03
3004,BOM-NRT,BOM,NRT,08-08-2023,120,Airbus A320,250,207,5545206.56,5198791.92,346414.64,82.8,International,2023-08
3005,BOM-GOI,BOM,GOI,21-08-2023,230,ATR 72,180,114,315749.92,266351.22,49398.7,63.33333333,Domestic,2023-08
3006,DEL-CDG,DEL,CDG,17-11-2023,660,Boeing 777,120,82,1640701.76,1748163.6,-107461.84,68.33333333,International,2023-11
3007,BOM-BKK,BOM,BKK,04-06-2023,895,Boeing 737,250,211,7365115.28,7380747.09,-15631.81,84.4,International,2023-06
3008,BOM-DEL,BOM,DEL,28-03-2023,105,ATR 72,120,96,389784.85,346529.2,43255.65,80,Domestic,2023-03
3009,BOM-GOI,BOM,GOI,01-11-2023,107,Airbus A320,150,128,515508.87,523745.52,-8236.65,85.33333333,Domestic,2023-11
3010,DEL-AMD,DEL,AMD,02-05-2023,694,Boeing 737,180,105,360187.82,205579.67,154608.15,58.33333333,Domestic,2023-05
3011,HYD-BOM,HYD,BOM,30-03-2023,220,Boeing 777,150,87,235940.84,265301.95,-29361.11,58,Domestic,2023-03
3012,HYD-BOM,HYD,BOM,03-07-2023,128,Boeing 737,150,131,528003.72,545542.1,-17538.38,87.33333333,Domestic,2023-07
3013,DEL-LHR,DEL,LHR,31-01-2023,176,ATR 72,150,146,3541258.99,3639453.78,-98194.79,97.33333333,International,2023-01
3014,DEL-BLR,DEL,BLR,26-04-2023,474,ATR 72,350,308,1187452.39,856037.08,331415.31,88,Domestic,2023-04
3015,CCU-DEL,CCU,DEL,16-11-2023,258,Airbus A320,150,137,401434.37,280110.41,121323.96,91.33333333,Domestic,2023-11
3016,BOM-GOI,BOM,GOI,31-10-2023,496,Airbus A320,120,105,257037.28,228402.91,28634.37,87.5,Domestic,2023-10
3017,MAA-CMB,MAA,CMB,27-11-2023,296,Boeing 737,150,133,4233376.98,4240129.86,-6752.88,88.66666667,International,2023-11
